,code,name,ss,trade,vwap
385,515,TC ORI LIGHT     HKD   ,4606000,3731240,0.81008250108554058
386,517,COSCO INTL HOLD  HKD   ,2511600,8360860,3.3288979136805223
387,518,TUNGTEX (HOLD)   HKD   ,24000,18960,0.79000000000000004
388,519,APPLIED DEV      HKD   ,150000,42450,0.28299999999999997
389,521,SHOUGANG TECH    HKD   ,306320,138539,0.45226886915643771
390,522,ASM PACIFIC      HKD  ,1607705,138590858,86.204159345153499
391,524,E-KONG GROUP     HKD   ,26600,10292,0.38691729323308272
392,525,GUANGSHEN RAIL   HKD   ,4432400,17301094,3.9033241584694522
393,527,CHINA RUIFENG    HKD   ,2964000,4600200,1.5520242914979756
394,528,KINGDOM HOLDING  HKD   ,198000,169480,0.85595959595959592
395,530,GOLDIN FIN HOLD  HKD   ,18784,24417,1.2998828790459966
396,531,SAMSON HOLDING   HKD   ,11059000,16817080,1.5206691382584321
397,533,GOLDLION HOLD    HKD   ,482000,1957360,4.0609128630705396
398,535,GEMDALE PPT      HKD   ,32064000,25512780,0.79568300898203592
399,536,TRADELINK        HKD   ,5554599,8212702,1.4785409351782191
400,538,AJISEN (CHINA)   HKD   ,1149189,7331172,6.3794310596429309
401,539,VICTORY CITY     HKD   ,766348,792048,1.0335356783080272
402,540,SPEEDY GLOBAL    HKD   ,340000,239200,0.70352941176470585
403,542,MORNING STAR     HKD   ,33000,5931,0.17972727272727274
404,543,PACIFIC ONLINE   HKD   ,90000,270280,3.0031111111111111
405,546,FUFENG GROUP     HKD   ,9175440,25416087,2.7700128822160028
406,547,SUN INNOVATION   HKD   ,8800000,1064320,0.12094545454545455
407,548,SHENZHENEXPRESS  HKD   ,3924000,11580240,2.9511314984709478
408,549,QIFENG FIBER     HKD   ,412000,185970,0.45138349514563109
409,550,CINMEDIA         HKD   ,54000,145380,2.6922222222222221
410,551,YUE YUEN IND     HKD  ,2664564,67390797,25.291491215823676
411,552,CHINACOMSERVICE  HKD   ,9415013,48012592,5.0995778763130755
412,553,NANJING PANDA    HKD   ,2544000,6361320,2.5005188679245283
413,555,REXLOT HOLDINGS  HKD   ,3950000,2699750,0.6834810126582278
414,556,PAN ASIA ENVIRO  HKD   ,200000,109900,0.54949999999999999
415,559,HUA YI COPPER    HKD   ,4852400,2223556,0.45823839749402356
416,560,CHU KONG SHIP    HKD   ,1638000,2466280,1.5056654456654457
417,563,SH IND URBAN     HKD   ,5918000,9092980,1.5364954376478539
418,564,ZMJ              HKD   ,201800,1698404,8.4162735381565899
419,565,ART TEXTILE      HKD   ,25000,10400,0.41599999999999998
420,566,HANERGY SOLAR    HKD   ,48038000,23890140,0.4973175402806112
421,567,DAISHOMICROLINE  HKD   ,66000,16830,0.255
422,568,SHANDONG MOLONG  HKD   ,963200,3362860,3.4913413621262457
423,569,CH AUTOMATION    HKD   ,1648000,2761660,1.6757645631067961
424,570,WINTEAM PHARMA   HKD   ,22011956,75795257,3.4433676407494183
425,571,ESUN HOLDINGS    HKD   ,152000,197480,1.2992105263157894
426,572,CHINA PACKAGING  HKD   ,8843045,6384609,0.72199214184706739
427,573,TAO HEUNG HLDGS  HKD   ,140000,624920,4.4637142857142855
428,575,REGENT PACIFIC   HKD   ,10590000,1233970,0.11652219074598678
429,576,ZHEJIANGEXPRESS  HKD   ,3036000,19025130,6.2665118577075098
430,577,PAUL Y. ENG      HKD   ,16798000,12603880,0.75032027622335995
431,578,ROSAN RES        HKD   ,95600,42002,0.43935146443514644
432,579,JNCEC            HKD   ,21590000,53801280,2.4919536822603057
433,580,SUN.KING ELEC    HKD   ,312000,157940,0.50621794871794867
434,581,CHINA ORIENTAL   HKD   ,18000,27180,1.51
435,582,GREENFIELD CHEM  HKD   ,8065000,695670,0.086257904525728457
436,585,IMAGI INT'L      HKD   ,10793328,989771,0.091702114491471032
437,587,HUA HAN          HKD   ,9002144,20810111,2.3116838610890915
438,588,BEIJING N STAR   HKD   ,1024000,1907040,1.86234375
439,589,PORTS            HKD   ,4764000,31944985,6.7054964315701096
440,590,LUK FOOK HOLD    HKD  ,1891894,47501751,25.108040408183545
441,592,BOSSINI INT'L    HKD   ,378000,155460,0.41126984126984129
442,595,AV CONCEPT HOLD  HKD   ,1908000,913330,0.47868448637316563
443,596,INSPUR INT'L     HKD   ,2467000,751160,0.30448317794892582
444,598,SINOTRANS        HKD   ,867000,1387990,1.6009111880046136
445,599,E. BON HOLDINGS  HKD   ,220000,173300,0.78772727272727272
446,601,GROUP SENSE      HKD   ,130000,23656,0.18196923076923077
447,602,JIAHUA STORES H  HKD   ,6272000,2704877,0.43126227678571427
448,603,CHINA OIL &amp; GAS  HKD   ,34740000,52510400,1.5115256188831319
449,604,SHENZHEN INVEST  HKD   ,8140000,25503340,3.1330884520884519
450,605,C FIN SERVICES   HKD   ,2056000,1356060,0.65956225680933855
451,606,CHINA AGRI       HKD   ,16430385,66466860,4.0453622967447203
452,609,TIANDE CHEMICAL  HKD   ,4000,6120,1.53
453,610,WAI KEE HOLD     HKD   ,164000,341260,2.0808536585365855
454,611,CNI 23 INT'L     HKD   ,1744000,2927940,1.6788646788990826
455,612,CHINA INV FUND   HKD   ,8800,1699,0.19306818181818181
456,613,YUGANG INT'L     HKD   ,22180000,1294316,0.058355094679891792
457,616,EASYKNIT ENT     HKD   ,1976000,366804,0.18562955465587044
458,617,PALIBURG HOLD    HKD   ,112200,294130,2.6214795008912657
459,618,EC-FOUNDER       HKD   ,234000,105150,0.44935897435897437
460,620,UDL HOLDINGS     HKD   ,185200,87184,0.47075593952483802
461,622,ENERCHINA HOLD   HKD   ,12120350,1883436,0.15539452243540822
462,623,SINOMEDIA        HKD   ,573000,2593850,4.5267888307155326
463,626,PUBLIC FIN HOLD  HKD   ,44000,172500,3.9204545454545454
464,628,DORE HOLDINGS    HKD   ,86043,5962,0.069290935927385139
465,629,YUE DA MINING    HKD   ,109000,50175,0.46032110091743117
466,631,SANY INT'L       HKD   ,14343500,53393580,3.7224931153484158
467,633,CH ALL ACCESS    HKD   ,4856000,12168320,2.5058319604612849
468,635,PLAYMATES        HKD   ,175200,1232830,7.0367009132420089
469,637,LEE KEE          HKD   ,20000,8800,0.44
470,638,KIN YAT HOLD     HKD   ,69752,67231,0.96385766716366561
471,639,SHOUGANG RES     HKD   ,25880000,84549400,3.2669783616692425
472,640,INFINITY CHEM    HKD   ,1056000,439120,0.41583333333333333
473,641,FONG'S IND       HKD   ,138000,263400,1.9086956521739131
474,643,CARRY WEALTH     HKD   ,20000,8000,0.40000000000000002
475,646,CHINA ENV TEC    HKD   ,3744000,643536,0.17188461538461539
476,647,JOYCE BOUTIQUE   HKD   ,88000,47520,0.54000000000000004
477,650,SHUN CHEONG      HKD   ,300000,144000,0.47999999999999998
478,651,CHI O SHIPBLDG   HKD   ,3642500,303797,0.083403431708991074
479,653,BONJOUR HOLD     HKD   ,12232000,14508160,1.1860824068018312
480,655,HK CHINESE LTD   HKD   ,128000,186880,1.46
481,656,FOSUN INTL       HKD   ,8082500,42415201,5.2477823693164245
482,657,G-VISION INT'L   HKD   ,442000,62096,0.14048868778280543
483,658,C TRANSMISSION   HKD   ,13756000,50896755,3.6999676504797905
484,659,NWS HOLDINGS     HKD  ,1717584,23587979,13.733231678916431
485,661,CDAYENONFER      HKD   ,3944100,999764,0.25348343094749121
486,662,ASIA FINANCIAL   HKD   ,74000,251280,3.3956756756756756
487,663,KING STONE ENGY  HKD   ,1694000,713345,0.42110094451003544
488,665,HAITONG INT'L    HKD   ,1083909,3577255,3.3003277950455252
489,666,SHK HK IND       HKD   ,392000,72196,0.18417346938775511
490,668,DOWELL PPT       HKD   ,130000,112700,0.86692307692307691
491,669,TECHTRONIC IND   HKD  ,9330950,179772224,19.266229483600277
492,670,CHINA EAST AIR   HKD   ,6278000,20956930,3.3381538706594456
493,672,ZHONGAN REALEST  HKD   ,328200,406384,1.2382205971968312
494,673,CHINA HEALTH     HKD   ,3000,945,0.315
495,677,GOLDEN RES DEV   HKD   ,456000,184680,0.40500000000000003
496,678,GENTING HK       HKD   ,232000,766460,3.303706896551724
497,680,NAN HAI CORP     HKD   ,55678780,1954178,0.035097356659035989
498,681,CHI PEOPLE HOLD  HKD   ,30108000,7611350,0.25280158097515609
499,683,KERRY PPT        HKD  ,2706760,93313748,34.474333889964385
500,686,GOLDPOLY NEW EN  HKD   ,4712000,5847080,1.2408913412563667
501,688,CHINA OVERSEAS   HKD  ,24202035,531161741,21.946986730661287
502,689,EPI (HOLDINGS)   HKD   ,16970250,3204075,0.18880540946656649
503,691,SHANSHUI CEMENT  HKD   ,4352000,19937370,4.581197150735294
504,692,CHINA HOUSEHOLD  HKD   ,18506929,8552712,0.46213566821378088
505,694,BEIJING AIRPORT  HKD   ,8755872,47231103,5.3942203586347537
506,695,DONGWU CEMENT    HKD   ,300000,387780,1.2926
507,696,TRAVELSKY TECH   HKD   ,570000,2899400,5.0866666666666669
508,697,SHOUGANG INT'L   HKD   ,7718000,3375490,0.43735294117647061
509,698,TONGDA GROUP     HKD   ,13281769,7049712,0.53078110302927273
510,700,TENCENT          HKD ,5703024,1435791890,251.75974886305931
511,701,CNT GROUP        HKD   ,52000,17420,0.33500000000000002
512,702,SINO OIL &amp; GAS   HKD   ,30410000,4556360,0.14983097665241696
513,703,FUTURE BRIGHT    HKD   ,2244000,5913840,2.6354010695187164
514,704,HUSCOKE RES      HKD   ,461419,54788,0.11873806670293161
515,705,CVM MINERALS     HKD   ,3640000,222440,0.061109890109890111
516,706,FINTRONICS       HKD   ,400000,64000,0.16
517,707,CO-PROSPERITY    HKD   ,2000,296,0.14799999999999999
518,708,NEW MEDIA        HKD   ,260000,70800,0.27230769230769231
519,709,GIORDANO INT'L   HKD   ,1965000,15332324,7.8027094147582696
520,710,VARITRONIX INTL  HKD   ,1043031,4823181,4.6241971715126393
521,711,CHUN WO DEV      HKD   ,440000,250800,0.56999999999999995
522,712,COMTEC SOLAR     HKD   ,21178000,27628590,1.3045891963358203
523,713,WORLD HOUSEWARE  HKD   ,502000,155590,0.30994023904382473
524,715,HUTCH HARB RING  HKD   ,1824000,1169520,0.6411842105263158
525,716,SINGAMAS CONT    HKD   ,3948000,8057164,2.0408216818642351
526,717,EMPEROR CAPITAL  HKD   ,1410000,513510,0.36419148936170215
527,718,BESTWAY INT'L    HKD   ,370000,15270,0.041270270270270269
528,719,SHANDONG XINHUA  HKD   ,54000,125200,2.3185185185185184
529,721,C FIN INT INV    HKD   ,3890000,1510250,0.38823907455012852
530,723,SUSTAIN FOREST   HKD   ,15517500,805447,0.051905719349121957
531,724,SINO-TECH INT'L  HKD   ,1430000,53080,0.03711888111888112
532,726,SOUTH EAST GP    HKD   ,90000,28910,0.32122222222222224
533,728,CHINA TELECOM    HKD   ,38953127,155324218,3.9874646777394789
534,729,SINOPOLYBATTERY  HKD   ,5700000,1670500,0.29307017543859648
535,730,SHOUGANG GRAND   HKD   ,16000,6160,0.38500000000000001
536,731,SAMSON PAPER     HKD   ,324000,124740,0.38500000000000001
537,732,TRULY INT'L      HKD   ,20352000,80059550,3.9337436124213836
538,733,HOPEFLUENT       HKD   ,2342129,5548172,2.3688584189854613
539,735,C P NEW ENERGY   HKD   ,7840000,3689100,0.47054846938775508
540,736,CHINA PPT INV    HKD   ,1738333,185164,0.10651814123070781
541,737,HOPEWELL INFR    HKD   ,1149700,4489173,3.9046472992954682
542,738,LE SAUNDA HOLD   HKD   ,120000,292940,2.4411666666666667
543,743,ASIA CEMENT CH   HKD   ,545000,2106900,3.8658715596330273
544,745,CH RAILSMEDIA    HKD   ,3436000,1253150,0.36471187427240975
545,746,L &amp; M CHEMICAL   HKD   ,420000,1904480,4.5344761904761901
546,747,SHENYANG PUBLIC  HKD   ,400000,190000,0.47499999999999998
547,750,SINGYES SOLAR    HKD   ,16187800,104320270,6.4443760115642643
548,751,SKYWORTHDIGITAL  HKD   ,4538450,23997486,5.2875951040553497
549,752,PICO FAR EAST    HKD   ,568000,1556820,2.7408802816901408
550,753,AIR CHINA        HKD   ,22788481,156856579,6.8831520187765038
551,754,HOPSON DEV HOLD  HKD  ,2962000,34084520,11.507265361242403
552,755,SHANGHAI ZENDAI  HKD   ,1950000,292750,0.15012820512820513
553,756,CHI TIANYI HOLD  HKD   ,872000,883320,1.0129816513761467
554,757,SOLARGIGA        HKD   ,5491555,2269206,0.41321738560389543
555,758,JUNEFIELD GROUP  HKD   ,338000,164230,0.48588757396449705
556,759,CEC INT'L HOLD   HKD   ,4260001,4661561,1.0942628886706833
557,760,TALENT PPT GP    HKD   ,840000,134880,0.16057142857142856
558,762,CHINA UNICOM     HKD  ,17879508,190243424,10.640305314888979
559,763,ZTE              HKD  ,5332537,74789533,14.025131564956792
560,764,ETERNITY INV     HKD   ,7367237,9600981,1.3031996934535974
561,765,PERFECTECH INTL  HKD   ,1454000,1489520,1.0244291609353509
562,766,SINO PROSPER SG  HKD   ,375000,79655,0.21241333333333334
563,767,PACIFIC PLYWOOD  HKD   ,1843325,179890,0.097589952938304428
564,769,CHINA RAREEARTH  HKD   ,4982780,6964706,1.3977550684557616
565,770,SHANGHAI GROWTH  USD   ,10000,13400,1.3400000000000001
566,771,AUTOMATED SYS    HKD   ,270000,273180,1.0117777777777779
567,775,CKLIFE SCIENCES  HKD   ,1416000,965280,0.68169491525423731
568,777,NETDRAGON        HKD   ,1456000,13816195,9.4891449175824167
569,778,FORTUNE REIT     HKD   ,2064000,14247170,6.9026986434108526
570,789,ARTINI           HKD   ,160000,38900,0.24312500000000001
571,794,COME SURE GROUP  HKD   ,214000,99140,0.46327102803738318
572,800,A8 DIGITALMUSIC  HKD   ,35826759,15077073,0.4208327356655398
573,801,GOLDEN MEDITECH  HKD   ,1868000,1790080,0.95828693790149888
574,802,RCG              HKD   ,371000,162565,0.43818059299191375
575,805,GLENCORE-S       HKD  ,18000,762185,42.343611111111109
576,806,VALUE PARTNERS   HKD   ,1908000,9614590,5.0390932914046118
577,808,PROSPERITY REIT  HKD   ,2614999,6967587,2.6644702349790572
578,809,GLOBAL BIO-CHEM  HKD   ,3108000,2225140,0.71593951093951091
579,811,XINHUA WINSHARE  HKD   ,1485000,6514990,4.3871986531986531
580,812,TANRICH          HKD   ,28000,8630,0.30821428571428572
581,813,SHIMAO PROPERTY  HKD  ,19602500,277809514,14.172147124091316
582,814,JINGKELONG       HKD   ,212000,670910,3.1646698113207545
583,815,CHI SILVER GP    HKD   ,1654000,2216340,1.339987908101572
584,816,HUADIAN FUXIN    HKD   ,63810000,122997700,1.9275615107349946
585,817,FRANSHION PPT    HKD   ,5882583,14629030,2.4868378397720865
586,818,HI SUN TECH      HKD   ,369000,340230,0.92203252032520322
587,819,TIANNENG POWER   HKD   ,2010239,10894613,5.4195610571678294
588,820,HSBCDRAGON FUND  HKD   ,103432,723920,6.9989945084693321
589,821,VC HOLDINGS      HKD   ,3980000,3985480,1.0013768844221105
590,822,KA SHUI INT'L    HKD   ,6352000,12037860,1.8951290931989924
591,823,LINK REIT        HKD  ,3783176,159660614,42.202798389501311
592,825,NWDS CHINA       HKD   ,1198255,5339157,4.4557769423035998
593,826,TIANGONG INT'L   HKD   ,33295000,73342880,2.2028196425889774
594,827,KO YO GROUP      HKD   ,1620000,187460,0.11571604938271605
595,829,SHENGUAN HLDGS   HKD   ,1370000,5438160,3.9694598540145987
596,830,FAR EAST GLOBAL  HKD   ,4880000,11982300,2.4553893442622949
597,831,CR ASIA          HKD   ,2000,10600,5.2999999999999998
598,832,CENTRAL CHINA    HKD   ,708634,1830090,2.5825602497198834
599,833,ALLTRONICS       HKD   ,1223000,1859560,1.5204905968928863
600,834,KANGDA FOOD      HKD   ,100000,66200,0.66200000000000003
601,835,ASIA COAL        HKD   ,660000,82010,0.12425757575757576
602,836,CHINA RES POWER  HKD  ,5704900,135373782,23.729387368753176
603,837,CARPENTER TAN    HKD   ,310000,1555320,5.0171612903225808
604,838,EVA HOLDINGS     HKD   ,4052000,4416600,1.0899802566633761
605,839,TIANDA OIL PIPE  HKD   ,1204000,1698440,1.4106644518272424
606,840,TIANYE WATER     HKD   ,282000,237200,0.84113475177304964
607,841,CASSAVA RES      HKD   ,22000,14960,0.68000000000000005
608,842,LEOCH INT'L      HKD   ,1391000,1427915,1.0265384615384616
609,844,GRAND CONCORD    HKD   ,1568000,1276960,0.81438775510204087
610,845,GLORIOUS PPT H   HKD   ,2844000,3488550,1.2266350210970465
611,846,MINGFA GROUP     HKD   ,2426000,6224130,2.5655935696619951
612,848,MAOYE INT'L      HKD   ,22127000,40072185,1.8110084964071045
613,850,PETROASIAN       HKD   ,3036000,519760,0.17119894598155469
614,852,STRONG PETRO     HKD   ,26000,21000,0.80769230769230771
615,853,MICROPORT        HKD   ,12604800,66138804,5.2471125285605487
616,855,CHINA WATER      HKD   ,1458000,3348010,2.2963031550068589
617,856,VST HOLDINGS     HKD   ,1560000,3147460,2.0176025641025639
618,857,PETROCHINA       HKD  ,64823025,667157963,10.291990585135451
619,858,EXTRAWELL PHAR   HKD   ,7540000,5240200,0.69498673740053052
620,860,MING FUNG JEWEL  HKD   ,1810000,555050,0.30665745856353593
621,861,DIGITAL CHINA    HKD  ,1725597,18040707,10.454762612591468
622,862,VISION VALUES    HKD   ,76000,13376,0.17599999999999999
623,864,WING LEE PPT     HKD   ,1048000,959180,0.91524809160305343
624,866,CHINA QINFA      HKD   ,966000,936540,0.96950310559006214
625,867,CMS              HKD   ,3448000,26891945,7.7992879930394432
626,868,XINYI GLASS      HKD   ,5160676,28563398,5.534817144110578
627,869,PLAYMATES TOYS   HKD   ,1782480,1296640,0.72743593195996592
628,871,XIANGYU DREDG    HKD   ,2084000,3344530,1.6048608445297505
629,872,JH AUTO SAFETY   HKD   ,200000,69710,0.34855000000000003
630,873,C TAIFENG BED    HKD   ,1464000,3060820,2.0907240437158472
631,874,GUANGZHOU PHAR   HKD  ,5190000,134744300,25.962292870905589
632,875,CYPRESS JADE     HKD   ,420000,119700,0.28499999999999998
633,876,WING LEE HOLD    HKD   ,372000,235320,0.63258064516129031
634,877,O-NET COMM GP    HKD   ,586000,1058410,1.806160409556314
635,878,SOUNDWILL HOLD   HKD  ,180000,3596540,19.980777777777778
636,880,SJM HOLDINGS     HKD  ,13883400,275706302,19.858701902992063
637,881,ZHONGSHENG HLDG  HKD   ,6094000,58955538,9.6743580571053496
638,882,TIANJIN DEV      HKD   ,5174200,31735428,6.133398013219435
639,883,CNOOC            HKD  ,52017958,785925698,15.108737986216221
640,884,CIFI HOLD GP     HKD   ,8738000,12040380,1.3779331654840925
641,885,FOREFRONT GROUP  HKD   ,8190000,1950180,0.23811721611721612
642,886,SILVER BASE      HKD   ,4507325,10260702,2.2764504445541425
643,887,EMPEROR WATCH&amp;J  HKD   ,6080000,4802700,0.78991776315789475
644,888,ROADSHOW         HKD   ,2974000,3230640,1.0862945527908541
645,889,DATRONIX HOLD    HKD   ,140000,165280,1.1805714285714286
646,891,TRINITY          HKD   ,7248000,28688000,3.9580573951434879
647,893,CHINAVTM MINING  HKD   ,2029000,3619590,1.7839280433711189
648,894,MAN YUE TECH     HKD   ,102000,116860,1.145686274509804
649,895,DONGJIANG ENV    HKD  ,108600,4744340,43.686372007366479
650,897,WAI YUEN TONG    HKD   ,1330000,276210,0.20767669172932332
651,898,MULTIFIELD INTL  HKD   ,2744000,809790,0.29511297376093293
652,899,ASIA RESOURCES   HKD   ,2500000,74660,0.029864000000000002
653,901,RADFORD CAPITAL  HKD   ,129440000,11021020,0.085143850432632881
654,902,HUANENG POWER    HKD   ,20521177,168000753,8.1867016204772263
655,903,TPV TECHNOLOGY   HKD   ,2568000,5924840,2.3071806853582553
656,904,CHINA GREEN      HKD   ,1815000,2248170,1.2386611570247934
657,905,MASTERMIND CAP   HKD   ,80000,5440,0.068000000000000005
658,906,COFCO PACKAGING  HKD   ,2597297,15749447,6.0637836181229945
659,908,ZHUHAI H INV     HKD   ,3364032,4130539,1.2278536589426021
660,912,SUGA INT'L       HKD   ,92000,197980,2.1519565217391303
661,913,UNITY INV HOLD   HKD   ,1985000,1588000,0.80000000000000004
662,914,ANHUI CONCH      HKD  ,11028428,293322015,26.596901661778087
663,915,LINMARK GROUP    HKD   ,772000,300410,0.38913212435233163
664,916,CHINA LONGYUAN   HKD   ,19023280,134924571,7.0926029054926385
665,917,NEW WORLD CHINA  HKD   ,1541004,5154143,3.3446655557026457
666,918,TAKSON HOLDINGS  HKD   ,62000,21720,0.35032258064516131
667,919,MODERN BEAUTY    HKD   ,260000,239400,0.92076923076923078
668,921,HISENSE KELON    HKD   ,4856000,19279840,3.9703130148270183
669,922,CHINA BOON HLDG  HKD   ,1240000,121700,0.09814516129032258
670,925,BJ PROPERTIES    HKD   ,1282000,670780,0.52322932917316689
671,926,BESUNYEN         HKD   ,501000,153760,0.30690618762475053
672,927,FUJIKON IND      HKD   ,4758000,17257620,3.6270744010088274
673,928,TACK FIORI       HKD   ,1524000,1048360,0.6879002624671916
674,929,IPE GROUP        HKD   ,7040000,4783450,0.67946732954545452
675,931,ARTEL GROUP      HKD   ,11660000,2668960,0.22889879931389365
676,933,BRIGHTOIL        HKD   ,1906000,2744350,1.4398478488982163
677,934,SINOPEC KANTONS  HKD   ,1506000,10359900,6.8790836653386451
678,935,DRAGON CROWN     HKD   ,462000,439580,0.95147186147186147
679,938,MAN SANG INT'L   HKD   ,1766000,1139880,0.64545866364665916
680,939,CCB              HKD   ,207020929,1322430412,6.3879068574752651
681,940,C ANIMAL HEALTH  HKD   ,27000,49210,1.8225925925925925
682,941,CHINA MOBILE     HKD  ,18278403,1506520173,82.420776749478605
683,945,MANULIFE-S       HKD ,37665,4319035,114.66971989911058
684,947,MOBI DEV         HKD   ,324000,307370,0.94867283950617287
685,948,Z-OBEE           HKD   ,78000,70980,0.91000000000000003
686,950,LEE'S PHARM      HKD   ,180000,980450,5.4469444444444441
687,951,CHAOWEI POWER    HKD   ,3110000,11712672,3.7661324758842443
688,953,MEIKE INT'L      HKD   ,26000,8390,0.32269230769230767
689,956,CHINA SUNTIEN    HKD   ,8705000,18942000,2.1759908098793797
690,958,HN RENEWABLES    HKD   ,17008000,36233628,2.1303873471307622
691,959,AMAX HLDGS       HKD   ,13645500,616638,0.045189842805320436
692,960,LONGFOR PPT      HKD  ,3391029,43390126,12.795563234640577
693,963,BLOOMAGE BIOTEC  HKD   ,517500,3413350,6.5958454106280193
694,966,CHINA TAIPING    HKD  ,1268800,16881626,13.305190731399748
695,967,SOUND GLOBAL     HKD   ,205000,724820,3.5357073170731708
696,969,HUA LIEN INT'L   HKD   ,1824000,1284300,0.70411184210526312
697,970,SPARKLE ROLL     HKD   ,1800000,1322160,0.73453333333333337
698,973,L'OCCITANE       HKD  ,1406650,33067790,23.50818611594924
699,975,MONGOL MINING    HKD   ,1911000,5574940,2.9172893772893773
700,976,CHIHO-TIANDE     HKD   ,1416000,5120690,3.6163064971751413
701,978,TONIC IND HOLD   HKD   ,1350000,3387500,2.5092592592592591
702,980,LIANHUA          HKD   ,724600,4547777,6.2762586254485235
703,981,SMIC             HKD   ,62862330,30146921,0.47957053135001521
704,982,IONE HOLDINGS    HKD   ,8660000,446260,0.051531177829099307
705,983,SOCAM DEV        HKD   ,13157,123050,9.3524359656456646
706,984,AEON STORES      HKD  ,500,9700,19.399999999999999
707,985,CST MINING       HKD   ,12626720,1482183,0.1173846414587478
708,986,CH ENV ENERGY    HKD   ,864320,2650976,3.0671232876712327
709,987,CH RENEW EN INV  HKD   ,183726,36751,0.20003156874911554
710,988,LOUDONG GN RES   HKD   ,3717072,1947618,0.5239656374694921
711,989,CHINA MOTION     HKD   ,189000,33393,0.17668253968253969
712,991,DATANG POWER     HKD   ,14346000,49379054,3.4420085041126445
713,992,LENOVO GROUP     HKD   ,35757890,282679106,7.9053631520204348
714,993,SIMSEN INT'L     HKD   ,9160600,909482,0.099281924764753407
715,995,ANHUIEXPRESSWAY  HKD   ,1496000,5921000,3.9578877005347595
716,996,CARNIVAL GROUP   HKD   ,2540000,1130300,0.44500000000000001
717,997,CHINLINK INTL    HKD   ,4600000,2407200,0.52330434782608692
718,998,CITIC BANK       HKD   ,23679753,115232021,4.8662678618311599
719,999,I.T              HKD   ,935787,2982439,3.1870917206586542
720,1001,VAN SHUNG CHONG  HKD   ,436000,460980,1.0572935779816515
721,1003,21 HOLDINGS      HKD   ,1169000,659870,0.56447390932420871
722,1005,MATRIX HOLDINGS  HKD   ,10000,16800,1.6799999999999999
723,1006,CHANGSHOUHUA     HKD   ,589000,2615600,4.4407470288624786
724,1008,BRILLIANT CIR    HKD   ,222000,1025160,4.617837837837838
725,1009,INT'L ENT        HKD   ,10000,11400,1.1399999999999999
726,1011,NT PHARMA        HKD   ,1028000,772120,0.75108949416342408
727,1019,CONVOY           HKD   ,6752000,16393660,2.427970971563981
728,1020,SINOREF HLDGS    HKD   ,1644000,681920,0.41479318734793186
729,1021,MIDAS HLDGS-S    HKD   ,73000,241210,3.3042465753424657
730,1023,SITOY GROUP      HKD   ,132000,478970,3.6285606060606059
731,1025,WUMART           HKD  ,767000,10615460,13.840234680573664
732,1028,C.BANNER         HKD   ,667000,2267870,3.4001049475262368
733,1029,IRC              HKD   ,944000,852260,0.90281779661016948
734,1030,FUTURE LAND      HKD   ,1734000,2109140,1.2163437139561708
735,1031,KINGSTON FIN     HKD   ,2264000,1279740,0.56525618374558306
736,1032,CHUN WO W1309    HKD   ,166125,12991,0.078200150489089543
737,1033,YIZHENG CHEM     HKD   ,15218000,31425896,2.0650477066631621
738,1036,VANKE PPT OVS    HKD  ,271000,3625720,13.379040590405904
739,1038,CKI HOLDINGS     HKD  ,1213344,65240148,53.768880053801723
740,1039,CHANGFENG AXLE   HKD   ,10000,5600,0.56000000000000005
741,1041,CH NEW ENGY PWR  HKD   ,992500,134740,0.1357581863979849
742,1043,COSLIGHT TECH    HKD   ,1742200,3578186,2.0538319366318447
743,1044,HENGAN INT'L     HKD  ,2438000,191100368,78.384072190319941
744,1045,APT SATELLITE    HKD   ,9292250,50081965,5.3896489009658586
745,1048,NOVO GROUP       HKD   ,35000,42000,1.2
746,1050,KARRIE INT'L     HKD   ,598000,156870,0.26232441471571905
747,1051,G-RESOURCES      HKD   ,12846350,5269861,0.41022243672327158
748,1052,YUEXIUTRANSPORT  HKD   ,672188,2686737,3.9970023267300219
749,1053,CHONGQING IRON   HKD   ,486000,609860,1.2548559670781894
750,1055,CHINA SOUTH AIR  HKD   ,3997000,17052440,4.2663097322992245
751,1057,ZHEJIANG SHIBAO  HKD   ,348000,935160,2.6872413793103447
752,1059,KANTONE HOLDING  HKD   ,636262,50015,0.078607554749458561
753,1060,CHINAVISION      HKD   ,2265000,790000,0.34878587196467992
754,1062,CDB INT'L INV    HKD   ,360000,218100,0.60583333333333333
755,1063,SUNCORP TECH     HKD   ,123333,24619,0.19961405301095408
756,1064,ZHONG HUA INT'L  HKD   ,221500,108117,0.48811286681715577
757,1065,TIANJIN CAPITAL  HKD   ,5114000,17171900,3.357821666014861
758,1066,WEIGAO GROUP     HKD   ,11286189,80678648,7.1484402751008336
759,1068,YURUN FOOD       HKD   ,30683755,164108522,5.3483845767899005
760,1069,JIANGCHEN INTL   HKD   ,3960000,5756720,1.4537171717171717
761,1070,TCL MULTIMEDIA   HKD   ,1622832,9815106,6.0481343725043626
762,1071,HUADIAN POWER    HKD   ,7130000,25224350,3.5377769985974754
763,1072,DONGFANG ELEC    HKD  ,5849600,80054624,13.685486870897156
764,1073,CHINA AGROTECH   HKD   ,1872000,632100,0.33766025641025643
765,1075,CAPINFO          HKD   ,5484000,1659930,0.30268599562363241
766,1076,FIRST NATURAL    HKD   ,1365000,840650,0.61586080586080583
